机审一级标签,策略ID,策略名称,送审原因,POC,日均进审量,日均完审量,日均打标量,打标率,命中原因
国家安全,10017732779,【人审】未成年人拜佛,children_baifo_review,杜衡,279.57142857142856,282.85714285714283,15.142857142857142,0.05353535353535353,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10014438445,送审_极端民族主义言论_高频举报用户_0vv,extremist_hate_japan_highfrequency_user_review,张发奇,281.85714285714283,282.42857142857144,28.0,0.09914011127971674,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10016282945,【ZL送人审】指令停推_词表10794-高粉,zl_title_ocr_table_unrecom_bigfans_renshen,张发奇,283.14285714285717,280.2857142857143,14.0,0.04994903160040775,近7天打标率<10%且进审量>100，纳入观察
国家安全,10034555095,识别_维语风险通用PE,model_llm_national_security_uyghur_general_pe_manual,杜衡,285.0,280.0,19.0,0.06785714285714285,近7天打标率<10%且进审量>100，纳入观察
国家安全,10028117348,LS高危文本RAG,model_llm_cbygllsnr_lsgwwb_text,杜衡,276.85714285714283,278.7142857142857,22.714285714285715,0.0814966683751922,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10012739910,【送审】敏感人物规则s3s4_AI生成,Heroic_Other_political_matters_s3s4_ai_review,李中涛,277.0,276.14285714285717,8.428571428571429,0.030522503879979308,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10007758633,【送审】党国元素-攻击恶搞党国家象征元素,attack_party_country_element_v1_test,李中涛,278.42857142857144,275.57142857142856,20.428571428571427,0.07413167444271643,近7天打标率<10%且进审量>100，纳入观察
领导人,10029566172,识别_N1出行,N1_chuxing_model_llm_pe_review,宋诗慧,140.0,272.0,5.0,0.01838235294117647,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10029715796,送审_极端民族主义言论_高频举报用户_300vv,extremist_hate_japan_highfrequency_user_review,张发奇,256.7142857142857,263.14285714285717,17.571428571428573,0.06677524429967427,近7天打标率<10%且进审量>100，纳入观察
国家安全,10031298176,识别_国家安全-敏感人物s1s2,model_llm_guojiaanquan_person_s1s2,杜衡,263.85714285714283,261.85714285714283,20.285714285714285,0.07746863066012002,近7天打标率<10%且进审量>100，纳入观察
领导人,10008539904,【送审】AI领导人元素eva&特效,eva_ai_leader,宋诗慧,261.85714285714283,261.0,21.0,0.08045977011494253,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10009267682,【送审】党政材料autoeva,dangzhengcailiao_auto_v1_sh,李中涛,263.85714285714283,260.85714285714283,23.857142857142858,0.0914567360350493,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10009652792,【短视频】异见人士s3召回,opinion_person_s3_release,李中涛,260.7142857142857,260.0,1.5714285714285714,0.006043956043956044,近7天打标率<10%且进审量>100，纳入观察
国家安全,10009637595,短视频-李志唱歌声纹-eva,lizhi_eva_short_audio_review,杜衡,252.0,253.66666666666666,4.166666666666667,0.0164257555847569,近7天打标率<10%且进审量>100，纳入观察
国家安全,10016288962,全审_高粉高热_0vv进审,high_bvv_pgc_0vv_review,杜衡,252.42857142857142,253.14285714285714,18.428571428571427,0.07279909706546275,近7天打标率<10%且进审量>100，纳入观察
领导人,10033807478,识别_七一授勋仪式_无资质19N2,model_llm_71_wuzizhi_19n2_pe_review,宋诗慧,256.0,252.57142857142858,13.714285714285714,0.05429864253393665,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10019357873,【ZL送人审】涉日专项-美化日本政治经济PE扩召,ZL_meihuariben_zhengzhi_jingji_pe_kuozhao_0vv,张发奇,255.28571428571428,251.14285714285714,18.857142857142858,0.07508532423208192,近7天打标率<10%且进审量>100，纳入观察
违法违规,10033273921,识别_动物医疗产品服务广告veomni-v15,risk_of_illegal_animal_treating_veomni_v15,叶健,246.66666666666666,246.66666666666666,12.0,0.04864864864864865,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10022412366,【ZL推人审】短期_高危消重RAG图片库1_推人审验准确,ZL_safe_mind_community_vaudio_review_order_dedup_rag_output_friendseen_hit_friendsee,张发奇,244.28571428571428,245.28571428571428,3.0,0.0122306348281887,近7天打标率<10%且进审量>100，纳入观察
国家安全,10013031733,【人审】国家安全-常规词表-OCR,zhiling_blacklist_10798,杜衡,243.28571428571428,242.71428571428572,18.571428571428573,0.07651559741024132,近7天打标率<10%且进审量>100，纳入观察
领导人,10032190110,govb送审-命中偏激/党国词表,gov_b_sensitive_words_v1,宋诗慧,240.0,240.28571428571428,0.2857142857142857,0.0011890606420927466,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10010496715,【ZL送人审】舆情高危消重图片,high_risk_dedup_N1_to_review_qianyi,张发奇,235.85714285714286,236.14285714285714,14.142857142857142,0.05989110707803993,近7天打标率<10%且进审量>100，纳入观察
国家安全,10008387613,【新】邪教势力-邪教-宣扬展示-法轮功综合,xiejiao_falungongall_songshen,杜衡,237.57142857142858,233.57142857142858,11.571428571428571,0.04954128440366973,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10013902881,推人审_损害友华国家关系_两国关系_300vv,shyhgj_country_relation_300vv,张发奇,227.14285714285714,230.0,18.571428571428573,0.08074534161490683,近7天打标率<10%且进审量>100，纳入观察
不良行为或争议价值观,10013310374,不良行为或争议价值观_不推荐_eva&敏感词_lgbt骄傲月v2,safety_public_eva_keywords_lgbt_rainbow_v2_review,陈雅静,223.28571428571428,223.42857142857142,19.714285714285715,0.08823529411764706,近7天打标率<10%且进审量>100，纳入观察
国家安全,10017352223,【人审-维语队列】综合里切克-新疆地区,jiduan_liqieke_xinjiang_review,杜衡,215.0,215.0,13.0,0.06046511627906977,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10019322353,【ZL送人审】涉日专项-日本二战期间影像-300,zl_mr_erzhan_300vv,张发奇,214.0,213.14285714285714,14.571428571428571,0.06836461126005362,近7天打标率<10%且进审量>100，纳入观察
不良行为或争议价值观,10011746841,不良行为或争议价值观_不推荐_易引发群体对立的议题_婆媳矛盾_v1,safety_value_yyfqtdldyt_pxdl_v1_review,陈雅静,210.0,211.0,4.0,0.018957345971563982,近7天打标率<10%且进审量>100，纳入观察
国家安全,10030813525,【人审】LS国殇之柱+专家特征,LS_guoshangzhizhu_26_review,杜衡,206.28571428571428,208.14285714285714,8.857142857142858,0.0425531914893617,近7天打标率<10%且进审量>100，纳入观察
领导人,10031451638,识别_LS_好大一棵树,model_llm_pe_LS_hdyks_music_auto,宋诗慧,189.0,207.0,0.0,0.0,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10027071143,自见_民族苦难玩梗_卢沟桥收费_处置,eva_116483_playjoke_nation_suffer,李中涛,199.57142857142858,198.57142857142858,6.428571428571429,0.03237410071942446,近7天打标率<10%且进审量>100，纳入观察
领导人,10011121325,图像词表跨行-底线迁移,tuxiang_cangtou,宋诗慧,200.42857142857142,198.14285714285714,18.0,0.09084354722422494,近7天打标率<10%且进审量>100，纳入观察
国家安全,10030341851,【LS】举报策略补充,LS_report_desc_review,杜衡,190.28571428571428,194.14285714285714,4.142857142857143,0.021339220014716703,近7天打标率<10%且进审量>100，纳入观察
违法违规,10034299412,违法违规-赌博游戏-召回-v1,eva_youxidubo,叶健,190.66666666666666,190.66666666666666,11.333333333333334,0.05944055944055944,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10023358612,送审_不推荐综合_高频举报用户_0vv,dont_push_highfrequency_user_review,张发奇,188.57142857142858,189.28571428571428,9.428571428571429,0.04981132075471698,近7天打标率<10%且进审量>100，纳入观察
领导人,10014244613,【送审】习酒结合键政音乐,xijiu_n1_review,宋诗慧,184.5,188.5,0.0,0.0,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10009652798,【短】外国主要领导人s3召回,major_foreign_leaders_s3_release,张发奇,180.85714285714286,182.0,8.857142857142858,0.04866562009419152,近7天打标率<10%且进审量>100，纳入观察
国家安全,10025821473,【人审-藏语队列】敏感人物达赖V2-海外,leader_dalai_v2_oversea,杜衡,186.42857142857142,181.0,6.142857142857143,0.03393843725335438,近7天打标率<10%且进审量>100，纳入观察
国家安全,10034071375,识别_LS敏感人物人脸通用PE,model_llm_national_security_ls_sensitive_person_face_manual,杜衡,177.14285714285714,176.28571428571428,1.4285714285714286,0.008103727714748784,近7天打标率<10%且进审量>100，纳入观察
国家安全,10012388677,【人审】LS词表_Recall95_LLM,safety_dang_keywords_ocr_a_title_review,杜衡,176.14285714285714,175.71428571428572,0.5714285714285714,0.0032520325203252032,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10009652794,【短视频】历史虚无敏感人物s3召回,other_political_matters_s3_release,李中涛,172.57142857142858,172.71428571428572,4.142857142857143,0.023986765922249794,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10010496715,【ZL送人审】舆情高危消重图片,high_risk_dedup_party_state_military_gov_sh,张发奇,172.14285714285714,172.0,17.0,0.09883720930232558,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10007396044,【ZL送人审】指令敏感词_画风迁移,zl_table_5379,张发奇,170.85714285714286,171.14285714285714,16.428571428571427,0.09599332220367279,近7天打标率<10%且进审量>100，纳入观察
领导人,10034378771,【送人审】马斯克模拟器中出现N1姓名,N1_musksimulator_highrecall_review,宋诗慧,171.0,171.0,4.0,0.023391812865497075,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10022600356,【ZL推人审】隐晦涉政Z0风险综合eva多模态-推人验准,ZL_yinhuishezheng_eva_multi_selfsee_tmp,张发奇,171.0,168.28571428571428,15.857142857142858,0.09422750424448217,近7天打标率<10%且进审量>100，纳入观察
国家安全,15853530,【人审-维语队列】新疆进审-地区-维语,xinjiang_review_area_ug,杜衡,163.6,163.8,0.0,0.0,近7天打标率<10%且进审量>100，纳入观察
领导人,10006128861,送审-gov-b领导人相关内容,core_protection_gov_user,宋诗慧,158.57142857142858,158.42857142857142,0.2857142857142857,0.0018034265103697023,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10014595066,推人审_过激维权_条幅维权2_0vv,gjwq_hengfu_v2_0vv,张发奇,160.0,158.14285714285714,6.142857142857143,0.03884372177055104,近7天打标率<10%且进审量>100，纳入观察
领导人,10006180980,govb送审-命中兜底/领导人/国安词表,core_protection_gov_user,宋诗慧,157.57142857142858,157.42857142857142,0.14285714285714285,0.0009074410163339383,近7天打标率<10%且进审量>100，纳入观察
侵犯未成年权益,10022130710,【送人审】未成年牟利-儿童彩妆,mouliertongcaizhuang,张宇轩,158.14285714285714,157.0,14.0,0.08917197452229299,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10012869175,推人审_过激维权_聚集维权_0vv,weiquan_juji_0vv,张发奇,154.57142857142858,154.85714285714286,14.428571428571429,0.09317343173431734,近7天打标率<10%且进审量>100，纳入观察
国家安全,10031508376,识别_传播LS敏感内容_坦克碾压,model_llm_cblsmgnr_tkny_disp,杜衡,152.85714285714286,154.42857142857142,11.428571428571429,0.07400555041628122,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10023490559,【图集】友见_不当煽动_同质化EVA_自动处,tuwen_eva_improper_public_protest_review,张发奇,150.0,150.42857142857142,0.14285714285714285,0.000949667616334283,近7天打标率<10%且进审量>100，纳入观察
国家安全,15857106,声纹进审-短视频：郝海东,hit_sid_gandalf_haohaidong,杜衡,144.57142857142858,144.85714285714286,3.7142857142857144,0.02564102564102564,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10019542616,【ZL送人审】图文-风险APP-隐晦涉政文本识别,ZL_yinhuishezheng_risk_app_list_renshen,张发奇,144.85714285714286,141.85714285714286,12.428571428571429,0.08761329305135952,近7天打标率<10%且进审量>100，纳入观察
领导人,15811709,【送审】李克强声纹,hit_sid_gandalf_lkq,宋诗慧,134.0,135.71428571428572,5.714285714285714,0.042105263157894736,近7天打标率<10%且进审量>100，纳入观察
国家安全,10034071913,识别_宣扬分裂主义敏感人物人脸通用PE,model_llm_guojiaanquan_person_s1s2,杜衡,136.57142857142858,135.42857142857142,7.428571428571429,0.05485232067510549,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10009528096,【送审】历史虚无-ai对话历史虚无,ai_dialogue_nihilism_sh,李中涛,137.57142857142858,135.14285714285714,12.142857142857142,0.08985200845665962,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10011106016,【短视频】异见人士s3召回-新,opinion_person_s3_release_new,李中涛,129.71428571428572,130.0,1.5714285714285714,0.012087912087912088,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10022489791,偏激自见必杀_10529_30_31_词表,antidirt_10529_10530_10531_selfsee_review,张发奇,129.57142857142858,129.28571428571428,5.428571428571429,0.041988950276243095,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10009652799,【中】外国主要领导人s3召回,major_foreign_leaders_s3_release_long_video,张发奇,128.0,127.14285714285714,7.714285714285714,0.060674157303370786,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10013902880,推人审_损害友华国家关系_补充朝鲜策略_300vv,shyhgj_north_korea_300vv,张发奇,124.42857142857143,126.0,4.857142857142857,0.03854875283446712,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10014608333,推人审_过激维权_穿衣_0vv,gjwq_chuanyi_0vv,张发奇,126.85714285714286,125.42857142857143,3.5714285714285716,0.02847380410022779,近7天打标率<10%且进审量>100，纳入观察
色情性化,10025295440,色情低俗-色情导流-抽帧相似查重-低粉,sqds_sqdl_czxxcc_low_fans_review,刘小楷,124.5,125.25,2.0,0.015968063872255488,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10024671775,【ZL送人审】指令进审_词表10798,cut_push_dignitaries_interaction_0vv,张发奇,124.42857142857143,125.14285714285714,11.0,0.08789954337899543,近7天打标率<10%且进审量>100，纳入观察
国家安全,10028612784,【人审-藏语队列】印度地区全审-DL藏语,india_dl_review,杜衡,124.28571428571429,123.85714285714286,10.0,0.08073817762399077,近7天打标率<10%且进审量>100，纳入观察
国家安全,10031618893,gov_B账号LS识别策略,gov_b_leader,杜衡,120.85714285714286,120.71428571428571,6.714285714285714,0.05562130177514793,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10022606804,【ZL推人审】于朦胧话题-推人验准,ZL_yumenglong_taolun_tmp,张发奇,121.14285714285714,119.85714285714286,10.0,0.08343265792610251,近7天打标率<10%且进审量>100，纳入观察
国家安全,10031703355,识别_LS易关联_汉堡鸡块tank_v2,LS_model_llm_pe_burger_tank_v2_review,杜衡,119.57142857142857,119.0,10.714285714285714,0.09003601440576231,近7天打标率<10%且进审量>100，纳入观察
领导人,10011118473,【送审】领导人规则s3召回-兜底,leader_s3_recall_new,宋诗慧,117.28571428571429,117.57142857142857,9.0,0.07654921020656136,近7天打标率<10%且进审量>100，纳入观察
国家安全,10030813526,【人审】LS纪念碑+专家特征,LS_64monument_26_review,杜衡,116.0,117.0,5.857142857142857,0.050061050061050064,近7天打标率<10%且进审量>100，纳入观察
国家安全,10031873709,识别_LS风险元素_自见,LS_model_llm_pe_ls_element_selfsee_manual,杜衡,117.71428571428571,117.0,5.0,0.042735042735042736,近7天打标率<10%且进审量>100，纳入观察
违法违规,10022635036,违法违规-破坏社会主义经济与金融管理秩序-借贷广告-陌生人视频转账录屏-召回-v0116,risk_of_illegal_load_ad_shipin_turn_money_v0116,叶健,116.33333333333333,116.5,8.333333333333334,0.0715307582260372,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10024827542,【ZL送人审】指令通用_指令累犯用户,direct_review_sensitive_word,张发奇,115.33333333333333,115.33333333333333,0.0,0.0,近7天打标率<10%且进审量>100，纳入观察
领导人,10024956881,【ZL送人审】狂欢节雕塑画面模型,ZL_n1_kuanghuanjie_diaosu_review,宋诗慧,112.71428571428571,112.71428571428571,3.0,0.026615969581749048,近7天打标率<10%且进审量>100，纳入观察
领导人,10033617950,识别_【送审】敏感人物规则毛-gandalf替换,model_llm_leader_mao_llm_gandalf_review,宋诗慧,138.0,112.0,5.0,0.044642857142857144,近7天打标率<10%且进审量>100，纳入观察
违法违规,10022853771,违法违规-破坏社会主义经济与金融管理秩序-借贷广告-召回-综合-v0121,risk_of_illegal_load_ad_list_v0121,叶健,109.0,109.75,8.5,0.0774487471526196,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10012612012,【送审】党政综合ocr词表,n1risk_ocr_leader_table,李中涛,109.28571428571429,109.14285714285714,9.857142857142858,0.09031413612565445,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10024569714,临时小流量验准【送人审ZL自见】人工语义消重黑库-文本同质化黑库,covid_manual_text_risk_dedup_n_tmp,张发奇,107.57142857142857,107.0,7.714285714285714,0.07209612817089453,近7天打标率<10%且进审量>100，纳入观察
国家安全,10032947857,【人审-敏感人物】境外+敏感人物人脸,national_security_oversea_sensitive_person_manual,杜衡,108.14285714285714,106.71428571428571,1.5714285714285714,0.014725568942436412,近7天打标率<10%且进审量>100，纳入观察
国家安全,10030827213,【人审】LS民主女神+专家特征,LS_minzhunvshen_26_review,杜衡,107.0,105.57142857142857,2.7142857142857144,0.02571041948579161,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10024918621,送人审_党国_综合_实时多次举报召回,expert_redivist_party_state_report_count_10_item_review,李中涛,102.85714285714286,104.28571428571429,6.142857142857143,0.0589041095890411,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10009652793,【短视频】地方敏感官员s3召回,local_sensitive_officials_s3_release,李中涛,104.28571428571429,104.28571428571429,1.2857142857142858,0.012328767123287671,近7天打标率<10%且进审量>100，纳入观察
国家安全,10023726703,【新】邪教势力-邪教-宣扬展示-法轮功综合-副本84,xiejiao_falungongall_songshen,杜衡,106.57142857142857,104.14285714285714,6.428571428571429,0.06172839506172839,近7天打标率<10%且进审量>100，纳入观察
领导人,10032190110,govb送审-命中偏激/党国词表,gov_b_sensitive_words,宋诗慧,103.57142857142857,103.42857142857143,7.428571428571429,0.0718232044198895,近7天打标率<10%且进审量>100，纳入观察
领导人,10014072173,【送人审】N1-洗金瓶风险,golden_bottle_n1_review,宋诗慧,101.0,102.0,0.2857142857142857,0.0028011204481792717,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10024827542,【ZL送人审】指令通用_指令累犯用户,leader_xp_short,张发奇,102.14285714285714,101.85714285714286,3.5714285714285716,0.03506311360448808,近7天打标率<10%且进审量>100，纳入观察
国家安全,10030635331,识别_LS数字计算PE,LS_math_model_llm_pe_review,杜衡,97.5,97.5,0.25,0.002564102564102564,近7天打标率<10%且进审量>100，纳入观察
领导人,15811713,【送审】19n2eva特征,fewshot_eva_3364_19n2_backview,宋诗慧,97.28571428571429,97.0,4.571428571428571,0.047128129602356406,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10011106013,【送审】敏感人物规则s0-涉政劣迹艺人,Sensitive_Athlete_s0,李中涛,97.42857142857143,96.57142857142857,4.857142857142857,0.05029585798816568,近7天打标率<10%且进审量>100，纳入观察
国家安全,10011920495,【人审】LS-举报描述召回,LS_jubao_content_recall,杜衡,94.14285714285714,95.42857142857143,0.7142857142857143,0.0074850299401197605,近7天打标率<10%且进审量>100，纳入观察
国家安全,10033711535,【人审】北京城市火灾,national_security_beijing_city_fire_disaster_manual,杜衡,95.71428571428571,93.85714285714286,3.857142857142857,0.0410958904109589,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10017392303,ZL送人审_领导人_标准外_现任_不规范_张又侠_军车转移,eva_63510_leader_beyond_rule_present_informal_zyx_military_vehicle_zl_review,张发奇,95.33333333333333,93.66666666666667,3.0,0.03202846975088968,近7天打标率<10%且进审量>100，纳入观察
领导人,10030630874,识别_手写体攻击N1,N1_shouxie_tuya_gongjiN1_review,宋诗慧,90.42857142857143,90.28571428571429,7.285714285714286,0.08069620253164557,近7天打标率<10%且进审量>100，纳入观察
侵犯未成年权益,10023503462,【送人审】未成年违法行为-早孕,underage_zaohunzaoyun_keywords,张宇轩,90.85714285714286,89.85714285714286,7.857142857142857,0.08744038155802862,近7天打标率<10%且进审量>100，纳入观察
领导人,10029885901,【送人审】涉政通用_惯犯&涉政消费用户聚集(u-i边权重tp20k),ZL_expert_political_redivist_consume_user_item_edge_weight_rank_tp20k_review,宋诗慧,85.71428571428571,89.42857142857143,8.857142857142858,0.09904153354632587,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10031262606,识别_恶搞金正恩_损害友华国家关系_送审,model_llm_attack_kinkongang_review,张发奇,89.0,89.28571428571429,4.714285714285714,0.0528,近7天打标率<10%且进审量>100，纳入观察
国家安全,10031613381,识别_传播LS敏感内容_duty哥_V2,model_llm_cblsmgnr_dutyge_disp,杜衡,86.28571428571429,86.85714285714286,3.5714285714285716,0.04111842105263158,近7天打标率<10%且进审量>100，纳入观察
国家安全,10034071911,识别_邪教敏感人物人脸通用PE,model_llm_national_security_xiejiao_sensitive_person_face_manual,杜衡,87.0,86.42857142857143,5.857142857142857,0.06776859504132231,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10013398357,推人审_涉外经历展示_雇佣兵补充,swbd_jingli_xianchang_300vv,张发奇,85.42857142857143,86.28571428571429,4.428571428571429,0.05132450331125828,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10018975683,【ZL推人审】美化高市-300vv,ZL_mhgw_gaoshi_300_vv_review,张发奇,85.14285714285714,84.85714285714286,1.2857142857142858,0.015151515151515152,近7天打标率<10%且进审量>100，纳入观察
国家安全,10034071913,识别_宣扬分裂主义敏感人物人脸通用PE,national_security_sensitive_person_sliced_footage_from_live_stream,杜衡,83.14285714285714,84.57142857142857,0.2857142857142857,0.0033783783783783786,近7天打标率<10%且进审量>100，纳入观察
国家安全,15857111,声纹进审-短视频：郭文贵,hit_sid_gandalf_guowengui,杜衡,83.71428571428571,83.57142857142857,2.5714285714285716,0.03076923076923077,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10025266399,识别_渲染、错误解读党内重大敏感事件V6,model_llm_xrcwjddnzdmgsj_v9_disp,李中涛,82.57142857142857,83.14285714285714,2.4285714285714284,0.029209621993127148,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10023715490,【送人审】未回归大盘的涉政敏感人物,political_standard_not_cover_forbidden_person,张发奇,81.42857142857143,81.42857142857143,2.4285714285714284,0.02982456140350877,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10009652797,【中视频】历史虚无敏感人物s3召回,other_political_mattersn_s3_release_long_video,李中涛,81.0,81.14285714285714,3.4285714285714284,0.04225352112676056,近7天打标率<10%且进审量>100，纳入观察
国家安全,10031618893,gov_B账号LS识别策略,gov_b_sensitive_words,杜衡,79.14285714285714,79.0,0.42857142857142855,0.0054249547920434,近7天打标率<10%且进审量>100，纳入观察
领导人,10005691583,【送审】毛邓周&十大元帅人脸模型评论召回,leader_mao_B_recall,宋诗慧,77.71428571428571,78.14285714285714,5.571428571428571,0.0712979890310786,近7天打标率<10%且进审量>100，纳入观察
侵犯未成年权益,10014498285,【召回送人审】未成年牟利-男高女高陪玩陪聊-敏感词-自见,recall_weichengnianpeiwanpeiliaodaida_review,张宇轩,77.42857142857143,77.0,5.714285714285714,0.07421150278293136,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10011106018,【短视频】预留分类一s3召回,Reserved_classification_one_s3_release,李中涛,74.14285714285714,76.57142857142857,4.857142857142857,0.06343283582089553,近7天打标率<10%且进审量>100，纳入观察
国家安全,10008387615,【新】极端主义-宣扬法西斯主义-纳粹美化,jiduan_nacuimeihua_songshen,杜衡,76.71428571428571,76.14285714285714,5.571428571428571,0.07317073170731707,近7天打标率<10%且进审量>100，纳入观察
领导人,10033617950,识别_【送审】敏感人物规则毛-gandalf替换,leader_mao_llm_gandalf,宋诗慧,75.28571428571429,75.14285714285714,1.0,0.013307984790874524,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10028071570,视频消费_互动异常召回_民族苦难玩梗,interaction_extreme_value_recall_review,李中涛,73.85714285714286,74.85714285714286,1.8571428571428572,0.02480916030534351,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10017489392,推人审_俄乌华人雇佣兵_0vv,swjl_eva_88680_selfsee,张发奇,74.71428571428571,74.42857142857143,4.428571428571429,0.05950095969289827,近7天打标率<10%且进审量>100，纳入观察
国家安全,10009788742,【人审】国家安全-敏感人物s0,guojiaanquan_person_s0,杜衡,73.57142857142857,73.28571428571429,5.428571428571429,0.07407407407407407,近7天打标率<10%且进审量>100，纳入观察
国家安全,10031460843,识别_传播LS敏感内容_坦克人,model_llm_pe_LS_aigc_tankman_review,杜衡,72.57142857142857,72.85714285714286,4.0,0.054901960784313725,近7天打标率<10%且进审量>100，纳入观察
国家安全,10025185118,新疆进审-词表-副本20,national_security_regular_title_words_review,杜衡,71.0,71.25,1.25,0.017543859649122806,近7天打标率<10%且进审量>100，纳入观察
领导人,10009721379,【进审】漫画领导人-邓小平-eva,cartoon_leader_dxp_eva,宋诗慧,71.14285714285714,70.85714285714286,4.571428571428571,0.06451612903225806,近7天打标率<10%且进审量>100，纳入观察
领导人,10032190110,govb送审-命中偏激/党国词表,gov_b_leader,宋诗慧,70.14285714285714,70.28571428571429,2.4285714285714284,0.034552845528455285,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10019026702,【ZL推人审】美化日本生活,zl_meihuariben_300vv,张发奇,70.28571428571429,69.85714285714286,6.428571428571429,0.09202453987730061,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10012954408,核心词表+新e2e+nlp-指令,hit_antidirt_zl_nlp_e2e,张发奇,72.85714285714286,69.71428571428571,6.285714285714286,0.09016393442622951,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10011016776,送审-测试-双金不推荐-金主爱,norecommen_doublejin_zhuai,张发奇,70.14285714285714,69.57142857142857,0.2857142857142857,0.004106776180698152,近7天打标率<10%且进审量>100，纳入观察
国家安全,10001871407,文本行检测-ls分数,wbh_ls_1,杜衡,70.0,69.42857142857143,0.0,0.0,近7天打标率<10%且进审量>100，纳入观察
国家安全,10010298673,【送审】国家安全高危消重,high_risk_dedup_N1_to_review_qianyi,杜衡,69.71428571428571,69.42857142857143,4.142857142857143,0.059670781893004114,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10024671775,【ZL送人审】指令进审_词表10798,hit_antidirt_1768,张发奇,68.28571428571429,68.28571428571429,2.2857142857142856,0.03347280334728033,近7天打标率<10%且进审量>100，纳入观察
领导人,10017188033,送人审_前任领导人_不规范_mzd_人民币礼品,eva_79646_leader_ex_informal_mzd_rmb_gift_review,宋诗慧,68.71428571428571,67.71428571428571,3.4285714285714284,0.05063291139240506,近7天打标率<10%且进审量>100，纳入观察
领导人,10033617950,识别_【送审】敏感人物规则毛-gandalf替换,high_threshold_leader_mao_B_eva_llm_gandalf,宋诗慧,69.0,66.5,3.0,0.045112781954887216,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10024827542,【ZL送人审】指令通用_指令累犯用户,social_foreign_viking_social_foreign_general_review,张发奇,65.0,65.0,2.5,0.038461538461538464,近7天打标率<10%且进审量>100，纳入观察
国家安全,10012811198,【人审-LS风险】BASE_OCR_LS常规词表_8883,zhiling_blacklist_10798,杜衡,65.0,64.71428571428571,5.142857142857143,0.07947019867549669,近7天打标率<10%且进审量>100，纳入观察
领导人,10004217997,【储备放出】毛照片降权放出,image_leader_mao,宋诗慧,63.857142857142854,63.714285714285715,0.5714285714285714,0.008968609865470852,近7天打标率<10%且进审量>100，纳入观察
